cast_id,movie_id,character,gender,realname,order
56489,11632,Rawdon Crawley,2,James Purefoy,1
56490,11632,George Osborne,2,Jonathan Rhys Meyers,2
56491,11632,Amelia Sedley,0,Romola Garai,3
56492,11632,The Marquess of Steyne,2,Gabriel Byrne,4
56493,11632,William Dobbin,2,Rhys Ifans,5
56494,11632,Mr. Osborne,2,Jim Broadbent,6
56495,11632,Sir Pitt Crawley,2,Bob Hoskins,7
56496,11632,Miss Matilda Crawley,1,Eileen Atkins,8
56497,11632,Joseph Sedley,2,Tony Maudsley,9
56498,11632,Pitt Crawley,2,Douglas Hodge,10
56499,11632,Older Georgy Osborne,2,Tom Sturridge,11
56500,11632,Older Rawdy Crawley (uncredited),2,Robert Pattinson,12
56501,30596,Sum Chung-Yang / Shen Chong-Yang,2,Donnie Yen,0
56502,30596,Li Yu-Tang,2,Wang Xue-qi,1
56503,30596,Prof. Chen Xiaobai,2,Tony Leung Ka-Fai,2
56504,30596,Ah Si / Deng Si-Di,2,Nicholas Tse,3
56505,30596,General Yan Xiao-Guo,0,Hu Jun,4
56506,30596,HK Police Chief Shi Mi-Fu,2,Eric Tsang,5
56507,30596,Fang Hong,0,Li Yu-Chun,6
56508,30596,Yuet-yu,1,Fan Bingbing,7
56509,30596,Ah Suen,0,Zhou Yun,8
56510,30596,Stinky Tofu,0,Mengke Bateer,9
56511,30596,Li Chung-Guang,0,Wang Bo-Chieh,10
56512,30596,Prince Lau Luk-Yak / Liu Yu-Bai,2,Leon Lai,11
56513,30596,Prof Yang Quyun,2,Jacky Cheung,12
56514,30596,Prince Lau's woman,0,Michelle Reis,13
56515,30596,General Fang Tian,2,Simon Yam,14
56516,30596,"Qing assassin, Sa Zhenchan",2,Cung Le,15
56517,30596,Sun Yat-Sen,2,Zhang Hanyu,16
56518,30596,Ah Suen's father,2,John Shum Kin-Fun,17
56519,3021,Mike Enslin,2,John Cusack,0
56520,3021,Gerald Olin,2,Samuel L. Jackson,1
56521,3021,Lilly Enslin,1,Mary McCormack,3
56522,3021,Katie,1,Jasmine Jessica Anthony,4
56523,3021,Sam Farrell,2,Tony Shalhoub,5
56524,3021,Young Woman at Bookstore,1,Alexandra Silber,6
56525,3021,Secretary,1,Emily Harvey,7
56526,3021,Bellboy,2,Noah Lee Margetts,8
56527,3021,Clay,2,William Armstrong,9
56528,3021,Mr. Innkeeper,2,Paul Birchard,10
56529,3021,Mrs. Innkeeper,1,Margot Leicester,11
56530,3021,Taxi Cab Driver,2,Angel Oquendo,12
56531,3021,Bookstore Cashier,0,Walter Lewis,13
56532,3021,Man #1 at Bookstore,2,Eric Meyers,14
56533,3021,Man #2 at Bookstore,0,David Nicholson,15
56534,3021,Lady at Bookstore,1,Holly Hayes,16
56535,3021,Surfer Dude,2,Johann Urb,17
56536,3021,Mailbox Guy,2,Andrew-Lee Potts,18
56537,3021,Desk Clerk,1,Kim Thomson,19
56538,3021,Assistant Hotel Manager,2,Drew Powell,20
56539,3021,Maitre D',0,Gil Cohen-Alloro,21
56540,3021,Hotel Engineer,2,Isiah Whitlock Jr.,22
56541,3021,Claw Hammer Maniac,2,Benny Urquidez,23
56542,3021,Mike's Father,2,Len Cariou,24
56543,3021,Factory Owner,0,Ray Nicholas,25
56544,3021,1950's Lady,1,Tina Maskell,26
56545,3021,Kevin O'Malley,0,Paul Kasey,27
56546,3021,Mailbox Worker,0,George Cottle,28
56547,3021,Mailbox Worker,0,Julian Spencer,29
56548,3021,Mailbox Worker,0,William Willoughby,30
56549,3021,Cop #1,0,Thomas A. McMahon,31
56550,3021,Cop #2,0,Anthony C. Mazza,32
56551,3021,Fireman,2,Chris Carey,33
56552,3021,Priest,2,Kevin Dobson,34
56553,3021,Man Outside Hotel Fire,2,Peter Conboy,35
56554,3021,Bookstore Assistant,1,Georgie Lee-Robinson,36
56555,3021,Hotel Guest,1,Bernadette Lords,37
56556,3021,Bellboy,0,Rob McGillivray,38
56557,3021,Mike Enslin's Ex-wife,1,Kate Walsh,39
56558,3021,Bellboy,0,Jacob White,40
56559,957,President Skroob/Yoghurt,2,Mel Brooks,0
56560,957,Dark Helmet,2,Rick Moranis,1
56561,957,Lone Starr,2,Bill Pullman,2
56562,957,Princess Vespa,1,Daphne Zuniga,3
56563,957,Barfolemew 'Barf',2,John Candy,4
56564,957,Colonel Sandurz,2,George Wyner,5
56565,957,Dot Matrix (voice),1,Joan Rivers,6
56566,957,King Roland,2,Dick Van Patten,7
56567,957,Radar Technician,2,Michael Winslow,8
56568,957,Dot Matrix,1,Lorene Yarnell Jansson,9
56569,957,Kane,2,John Hurt,10
56570,957,Dink #1,2,Ed Gale,11
56571,957,Captain of the Guard,2,Stephen Tobolowsky,12
56572,957,Dr. Schlotkin,2,Sandy Helberg,13
56573,957,Pizza the Hutt (voice),2,Dom DeLuise,14
56574,957,Dink (voice) (uncredited),2,Phil Hartman,15
56575,957,Dink (voice) (uncredited),1,Tress MacNeille,16
56576,957,Dink (voice) (uncredited),2,Corey Burton,17
56577,957,Ape #1 (uncredited),2,Michael York,18
56578,957,Prison Guard,0,Rick Ducommun,19
56579,957,Vinnie the Robot,0,Rudy De Luca,20
56580,957,Head Usher,2,Ken Olfson,21
56581,957,Charlene,1,Denise Gallup,22
56582,957,Marlene,0,Dian Gallup,23
56583,957,Major Asshole,0,Jim Jackman,24
56584,957,Prince Valium (as JM J. Bullock),2,Jim J. Bullock,25
56585,957,Radio Operator,2,Sal Viscuso,26
56586,957,John Hurt,2,John Hurt,27
56587,256917,Joshua Connor,2,Russell Crowe,0
56588,256917,Ayshe,1,Olga Kurylenko,1
56589,256917,Major Hasan,2,Yılmaz Erdoğan,2
56590,256917,Sgt. Jemal,0,Cem Yılmaz,3
56591,256917,Lt. Colonel Hughes,2,Jai Courtney,4
56592,256917,"Arthur ""Art"" Connor",0,Ryan Corr,5
56593,256917,Edward Connor,0,James Fraser,6
56594,256917,Henry Connor,0,Ben O'Toole,7
56595,256917,Omer,2,Steve Bastoni,8
56596,256917,Dr. Ibrahim,2,Salih Kalyon,9
56597,256917,Orhan,0,Dylan Georgiades,10
56598,256917,Fatma,1,Megan Gale,11
56599,256917,Captain Brindley,2,Daniel Wyllie,12
56600,256917,Greeves,2,Michael Dorman,13
56601,256917,Sgt. Tucker,0,Christopher Sommers,14
56602,256917,Dawson,0,Benedict Hardie,15
56603,256917,Eliza,1,Jacqueline McKenzie,16
56604,256917,Natalia,1,Isabel Lucas,17
56605,256917,Father McIntyre,2,Damon Herriman,18
56606,256917,Colonel Demergelis,2,Robert Mammone,19
56607,256917,Imam,2,Deniz Akdeniz,20
56608,256917,Young Edward,2,Aidan Liam Smith,23
56609,256917,Young Art,0,Jack Douglas Patterson,25
56610,256917,Young Henry,0,Ben Norris,26
56611,251,Sam Wheat,2,Patrick Swayze,0
56612,251,Molly Jensen,1,Demi Moore,1
56613,251,Oda Mae Brown,1,Whoopi Goldberg,2
56614,251,Carl Bruner,2,Tony Goldwyn,3
56615,251,Subway Ghost,2,Vincent Schiavelli,4
56616,251,Oda Mae's Sister,1,Gail Boggs,5
56617,251,Police Sgt.,2,Stephen Root,6
56618,251,Willie Lopez,2,Rick Aviles,7
56619,251,Ortisha,1,Vivian Bonnell,8
56620,251,Oda Mae's Sister,1,Armelia McQueen,9
56621,251,Rosa Santiago,1,Angelina Estrada,10
56622,251,Orlando,0,Augie Blunt,11
56623,251,Emergency Room Ghost,2,Phil Leeds,12
56624,251,Woman Ghost,1,Alma Beltran,13
56625,544,Mary Jensen,1,Cameron Diaz,0
56626,544,Ted Stroehmann,2,Ben Stiller,1
56627,544,Pat Healy,2,Matt Dillon,2
56628,544,Tucker/Norman Phipps,2,Lee Evans,3
56629,544,Dom Woganowski,2,Chris Elliott,4
56630,544,Magda,1,Lin Shaye,5
56631,544,Sully,2,Jeffrey Tambor,6
56632,544,Sheila Jensen,1,Markie Post,7
56633,544,Charlie Jensen,2,Keith David,8
56634,544,Warren Jensen,2,W. Earl Brown,9
56635,544,Brenda,1,Sarah Silverman,10
56636,544,Brett Favre,2,Brett Favre,11
56637,544,Joanie,1,Khandi Alexander,12
56638,544,Detective Krevoy,2,Richard Tyson,13
56639,544,Detective Stabler,2,Rob Moran,14
56640,544,Dr. Zit Face / High School Pal,2,Willie Garson,15
56641,544,Psychiatrist,2,Richard Jenkins,16
56642,544,Hitchhiker,2,Harland Williams,17
56643,544,TV News Reporter,2,Steve Tyler,18
56644,11395,Santa Claus / Scott Calvin,2,Tim Allen,0
56645,11395,Dr. Neil Miller,2,Judge Reinhold,1
56646,11395,Laura Calvin Miller,1,Wendy Crewson,2
56647,11395,Bernard the Elf,2,David Krumholtz,3
56648,11395,Mr. Whittle,2,Peter Boyle,4
56649,11395,Charlie Calvin,2,Eric Lloyd,5
56650,11395,Judy the Elf,1,Paige Tamada,6
56651,11395,Detective Nunzio,2,Larry Brandenburg,7
56652,11395,Judy the Waitress,1,Jayne Eastwood,8
56653,11395,ELFS Leader,0,Kenny Vadas,9
56654,11395,Fireman O'Hara,0,Chris Benson,10
56655,14635,Jimmy Morris,2,Dennis Quaid,0
56656,14635,Lorri Morris,1,Rachel Griffiths,1
56657,14635,Olline,1,Beth Grant,3
56658,14635,Hunter Morris,2,Angus T. Jones,4
56659,14635,Jim Morris Sr.,2,Brian Cox,5
56660,14635,Joe David West,2,Chad Lindberg,7
56661,14635,Joel De La Garza,2,Angelo Spizzirri,8
56662,14635,Joaquin 'Wack' Campos,2,Jay Hernandez,9
56663,14635,Rudy Bonilla,2,Rick Gonzalez,10
56664,13680,Joe Kingman,2,Dwayne Johnson,0
56665,13680,Peyton Kelly,1,Madison Pettis,1
56666,13680,Stella Peck,1,Kyra Sedgwick,2
56667,13680,Monique Vasquez,1,Roselyn Sánchez,3
56668,13680,Travis Sanders,2,Morris Chestnut,4
56669,13680,Kyle Cooper,2,Hayes MacArthur,5
56670,13680,Jamal Webber,0,Brian J. White,6
56671,13680,Clarence Monroe,2,Jamal Duff,7
56672,13680,Karen Kelly,1,Paige Turco,8
56673,13680,Coach Mark Maddox,2,Gordon Clapp,9
56674,13680,Tatianna,1,Kate Nauta,10
56675,13680,"Samuel Blake, Jr.",2,Robert Torti,11
56676,13680,Larry the Doorman,0,Jackie Flynn,12
56677,13680,Nanny Cindy,1,Lauren Storm,13
56678,13680,ER Doctor,2,Thomas Conroy,14
56679,688,Francesca Johnson,1,Meryl Streep,0
56680,688,Robert Kincaid,2,Clint Eastwood,1
56681,688,Caroline Johnson,1,Annie Corley,2
56682,688,Michael Johnson,2,Victor Slezak,3
56683,688,Richard Johnson,2,Jim Haynie,4
56684,688,Caroline as a young girl,0,Sarah Kathryn Schmitt,5
56685,688,Michael as a young boy,0,Christopher Kroon,6
56686,688,Betty,1,Phyllis Lyons,7
56687,688,Madge,1,Debra Monk,8
56688,688,Lawyer Peterson,0,Richard Lage,9
56689,688,Lucy Redfield,0,Michelle Benes,10
56690,688,Child #1,0,Alison Wiegert,11
56691,11090,Marvin Mange,2,Rob Schneider,0
56692,11090,Rianna,0,Colleen Haskell,1
56693,11090,Sgt. Sisk,2,John C. McGinley,2
56694,11090,Chief Wilson,2,Ed Asner,3
56695,11090,Miles,2,Guy Torry,4
56696,11090,Townie,2,Adam Sandler,5
56697,11090,Dr. Wilder,2,Michael Caton,6
56698,11090,Fatty,2,Louis Lombardi,7
56699,11090,Bob Harris,2,Bob Rubin,8
56700,11090,Mrs. De La Rosa,0,Pilar Schneider,9
56701,11090,Mayor,2,Scott Wilson,10
56702,11090,Mr. Tam,2,Raymond Ma,11
56703,11090,Hunter (uncredited),2,Harry Dean Stanton,12
56704,11090,Mob Member,0,Norm Macdonald,13
56705,783,Mahatma Gandhi,2,Ben Kingsley,0
56706,783,Margaret Bourke-White,1,Candice Bergen,1
56707,783,General Dyer,2,Edward Fox,2
56708,783,Lord Irwin,2,John Gielgud,3
56709,783,Judge Broomfield,2,Trevor Howard,4
56710,783,Kasturba Gandhi,1,Rohini Hattangadi,5
56711,783,Lord Chelmsford,2,John Mills,6
56712,783,Vince Walker,2,Martin Sheen,7
56713,783,Reverend Charlie Andrews,2,Ian Charleson,8
56714,783,Pandit Nehru,0,Roshan Seth,9
56715,783,Nahari,2,Om Puri,10
56716,783,Sardar Vallabhbhai Patel,2,Saeed Jaffrey,11
56717,783,Mohammad Ali Jinnah,0,Alyque Padamsee,12
56718,783,Khan,0,Amrish Puri,13
56719,783,Mirabehn,1,Geraldine James,14
56720,783,Colin,2,Daniel Day-Lewis,15
56721,783,General Jan Christiaan Smuts,2,Athol Fugard,16
56722,783,Zia,2,Dalip Tahil,17
56723,783,Dr. Herman Kallenbach,2,Günther Maria Halmer,18
56724,783,Gopal Krishna Gokhale,0,Shreeram Lagoo,19
56725,783,Ramsay MacDonald,2,Terrence Hardiman,20
56726,783,Senior Police Officer,2,Ian Bannen,21
56727,783,Principal Secretary,2,Michael Bryant,22
56728,783,Advocate General,2,John Clements,23
56729,783,Collins,2,Richard Griffiths,24
56730,783,Kinnoch,0,Nigel Hawthorne,25
56731,783,G.O.C.,2,Bernard Hepton,26
56732,783,Sir George Hodge,2,Michael Hordern,27
56733,783,Sir Edward Gait,2,Richard Vernon,28
56734,783,Nathuran Godse,2,Harsh Nayyar,29
56735,783,Apte,0,Vijay Kashyap,30
56736,783,Manu,1,Supriya Pathak,31
56737,783,Abha,1,Neena Gupta,32
56738,783,Commentator,2,Shane Rimmer,33
56739,783,Lord Mountbatten,0,Peter Harlowe,34
56740,783,J.B. Kripalani,0,Anang Desai,35
56741,783,Porter,2,Winston Ntshona,36
56742,783,European Passenger,0,Peter Cartwright,37
56743,783,Conductor,2,Marius Weyers,38
56744,783,Baker,0,Richard Mayes,39
56745,783,Tyeb Mohammed,2,Alok Nath,40
56746,783,Police Sergeant,2,Ken Hutchison,41
56747,783,Reporter,2,Norman Chancer,42
56748,783,Ayah,0,Charu Bala Chokshi,43
56749,783,Youth,0,Ray Burdis,44
56750,783,Youth,2,Daniel Peacock,45
56751,783,Colin's Mother,1,Avis Bunnage,46
56752,783,Tyeb Mohammed's Friend,2,Mohan Agashe,47
56753,783,Manager of the Mine,2,John Savident,48
56754,783,Clergyman,0,Michael Godley,49
56755,783,Young Englishman,0,Christopher Good,50
56756,783,Older Englishman,0,David Markham,51
56757,783,Traveller on Train Roof,0,Moti Makan,52
56758,783,Traveller on Train Roof,0,Jalal Agha,53
56759,783,Cavalry Troop Leader,2,Rupert Frazer,54
56760,783,Nehru's Friend,2,K.K. Raina,55
56761,783,Subaltern,2,Dominic Guard,56
56762,783,Sergeant Putnam,2,Bernard Hill,57
56763,783,Villager,2,Nana Palsikar,58
56764,783,Wicket-Keeper,0,Graham Seed,60
56765,783,Major,0,Keith Drinkel,61
56766,783,Magistrate,2,Gerald Sim,62
56767,783,Clerk,2,Colin Farrell,63
56768,783,Young Man,0,Sanjeev Puri,64
56769,783,Brigadier,2,James Cossins,65
56770,783,Indian Barrister,0,Habib Tanvir,67
56771,783,Police Superintendant,0,Barry John,68
56772,783,Clerk of Court,2,Brian Oulton,69
56773,783,Court Reporter,0,James Snell,70
56774,783,Court Reporter,0,John Boxer,71
56775,783,General Edgar,2,Bernard Horsfall,72
56776,783,Brigadier,2,Richard Leech,73
56777,783,Pyarelal,2,Pankaj Kapur,74
56778,783,Subaltern,2,David Sibley,75
56779,783,Police Officer,2,Stanley Lebor,76
56780,783,Colonel,0,Jon Croft,77
56781,783,Adjutant,2,William Hoyland,78
56782,783,American Lieutenant,2,John Ratzenberger,79
56783,783,Major at Aga Khan Palace,2,Jack McKenzie,80
56784,783,Hindu Youth in Calcutta Street,0,Vinay Apte,81
56785,783,Hindu Youth in Calcutta Street,0,Suhas Palshikar,82
56786,783,Suhrawardy,0,Shekhar Chatterjee,83
56787,783,Goonda,0,Amarjeet,84
56788,783,Goonda,0,Sunil Shende,85
56789,783,Radio Reporter at Funeral (uncredited),2,Derek Lyons,86
56790,783,Police Commissioner,0,Sudhir Dalvi,87
56791,783,Daniels,2,David Gant,88
56792,783,Doctor at Aga Khan Palace,0,Tom Alter,89
56793,783,Lord Hunter,0,Ernest Clark ,90
56794,783,Man in the Crowd (uncredited),0,Fred Wood,91
56795,783,Batsman,0,John Quentin,92
56796,783,Government Advocate,2,Geoffrey Chater,93
56797,228194,Madam Mallory,1,Helen Mirren,0
56798,228194,Hassan,2,Manish Dayal,1
56799,228194,Papa,2,Om Puri,2
56800,228194,Marguerite,1,Charlotte Le Bon,3
56801,228194,Young Hassan,2,Rohan Chand,4
56802,228194,Mama,1,Juhi Chawla,5
56803,228194,Mahira,0,Farzana Dua Elahe,6
56804,228194,Mukthar Kadam,0,Dillon Mitra,7
56805,228194,French Critic,0,Jean Kinsell,8
56806,228194,Mansur,2,Amit Shah,9
56807,228194,Aisha,0,Aria Pandya,11
56808,228194,Mayor,2,Michel Blanc,12
56809,228194,Jean-Pierre,2,Clément Sibony,13
56810,228194,Paul,2,Vincent Elbaz,14
56811,228194,Marcel,0,Alban Aumard,15
56812,228194,Mayor's Wife,0,Shuna Lemoine,16
56813,228194,Thomas,0,Antoine Blanquefort,17
56814,228194,Swedish Chef,0,Malcolm Granath,18
56815,228194,Baleine Grise Porter,0,Abhijit Buddhisagar,19
56816,228194,Anwar,0,Masood Akhtar,20
56817,228194,Waiter,2,Arthur Mazet,21
56818,228194,Female Officer,0,Laetitia de Fombelle,22
56819,228194,Officer,0,Cédric Weber,23
56820,228194,Dog Walker,0,Piero Filippi,24
56821,228194,Mushroom Stall Holder,0,Robert Gailhard,25
56822,228194,Lady Shepherd,1,Matyelok Gibbs,26
56823,228194,Poultry Man,0,Paul Daubeze,27
56824,228194,Monsieur Itan,0,Didier Joy,28
56825,228194,Angry Man,0,Max Rangotte,29
56826,228194,Young Aisha,0,Saachi Parekh,30
56827,228194,Young Mukhtar,0,Shaunak Parekh,31
56828,228194,Newsreader,0,Stéphanie Renouvin,32
56829,228194,Baleine Grise Cook,0,Audrey Meschi,33
56830,228194,Cafe Server,0,Christian Allieres,34
56831,228194,Mechanic,0,Patrick Blatger,35
56832,228194,Bike Rider,0,Frederic Violante,36
56833,228194,Dog Walker's Wife,0,Chantal Filippi,37
56834,228194,Mob Leader,0,Sanjay Sharma,38
56835,228194,Guard,2,Morgan Perez,39
56836,1642,Angela Bennett/Ruth Marx,1,Sandra Bullock,0
56837,1642,Jack Devlin,2,Jeremy Northam,1
56838,1642,Dr. Alan Champion,2,Dennis Miller,2
56839,1642,Ruth Marx,1,Wendy Gazelle,3
56840,1642,Michael Bergstrom,2,Ken Howard,4
56841,1642,Mrs. Bennett,0,Diane Baker,5
56842,1642,Dale Hessman,2,Ray McKinnon,6
56843,1642,WNN Anchor,0,Daniel Schorr,7
56844,1642,Public Defender,1,L. Scott Caldwell,8
56845,1642,Ben Phillips,2,Robert Gossett,9
56846,1642,Nurse #1,0,Kristina Krofft,10
56847,1642,Mexican Doctor,2,Tony Perez,12
56848,1642,Stan Whiteman,2,Gene Kirkwood,13
56849,1642,Cop,0,Christopher Darga,14
56850,1642,Cop,2,Charles Winkler,15
56851,1642,Nurse #2,0,Julia Pearlstein,16
56852,1642,Russ Melbourne,0,Rick Snyder,17
56853,1642,Jeff Gregg,2,Gerald Berns,18
56854,1642,Elevator Woman,1,Tannis Benedict,19
56855,1642,Trooper,2,Vaughn Armstrong,20
56856,1642,Trooper,2,Wren T. Brown,21
56857,1642,Remote Reporter,0,Lynn Blades,22
56858,1642,Thief,2,Israel Juarbe,23
56859,1642,Mexican Nun,1,Julia Vera,24
56860,1642,FedEx man,2,Lewis Dix Jr.,25
56861,1642,Embassy Worker,0,Lili Flanders,26
56862,1642,Computer Nerd,0,Adam Winkler,27
56863,1642,Shuttle Driver,0,Brian E. Frankish,28
56864,1642,Desk Sergeant,0,Wanda-Lee Evans,29
56865,1642,Compuer Technician,0,David Winkler,30
56866,1642,Dermot Conley,2,Andrew Amador,31
56867,1642,,2,Juan García,32
56868,10950,Sam Dawson,2,Sean Penn,0
56869,10950,Rita Harrison Williams,1,Michelle Pfeiffer,1
56870,10950,Annie Cassell,1,Dianne Wiest,2
56871,10950,Lucy Diamond Dawson,1,Dakota Fanning,3
56872,10950,Mr. Turner,2,Richard Schiff,4
56873,10950,Margaret Calgrove,1,Loretta Devine,5
56874,10950,Patricia,1,Marin Hinkle,6
56875,10950,Randy Carpenter,1,Laura Dern,7
56876,10950,Brad,0,Brad Silverman,8
56877,10950,Joe,0,Joseph Rosenberg,9
56878,10950,Robert,2,Stanley DeSantis,10
56879,10950,Ifty,2,Doug Hutchison,11
56880,10950,George,2,Bobby Cooper,12
56881,10950,Dr. Blake,1,Mary Steenburgen,13
56882,10950,Estelle Dawson,1,Eileen Ryan,14
56883,10950,Dr. Jaslow,2,Michael B. Silver,15
56884,10950,Lily,1,Rosalind Chao,16
56885,10950,Judge Philip McNeily,2,Ken Jenkins,17
56886,10950,Miss Wright,1,Wendy Phillips,18
56887,10950,Conner Rhodes,0,Mason Lucero,19
56888,10950,Duncan Rhodes,2,Scott Paulin,20
56889,10950,Ms. Davis,1,Kit McDonough,21
56890,10950,Gertie,1,Kimberly Scott,22
56891,10950,Willy Harrison,0,Chase MacKenzie Bebak,23
56892,10950,Bruce,0,Rafer Weigel,24
56893,10950,Nurse,0,Emiko Parise,25
56894,10950,Grace,1,Pamela Dunlap,26
56895,10950,Shoe Saleman,2,Brent Spiner,27
56896,10950,Principal,2,David Nathan Schwartz,28
56897,10950,Big Boy Waitress,1,Kathleen Robertson,29
56898,10950,Rita's Colleague,0,Karen Bankhead,30
56899,10950,Obnoxious Mom,0,Janet Adderley,31
56900,10950,Cristina,0,Katie McGloin,32
56901,10950,Collin,0,Steven Maines,33
56902,10950,Vice Cop,0,Dennis Fanning,34
56903,10950,Cafeteria Worker,0,David Poynter,35
56904,10950,Cop at Park,2,R. D. Call,36
56905,10950,Lucy (2 Years Old),1,Elle Fanning,37
56906,235260,"Mary, Mother of Jesus",1,Roma Downey,0
56907,235260,Jesus,2,Diogo Morgado,1
56908,235260,Claudia,1,Louise Delamere,2
56909,235260,Peter,0,Darwin Shaw,3
56910,235260,Mary Magdalene,1,Amber Rose Revah,4
56911,235260,Antonius,0,Andrew Brooke,5
56912,235260,Nicodemus,2,Simon Kunz,6
56913,235260,Moses,2,William Houston,7
56914,235260,Samson,2,Nonso Anozie,8
56915,235260,Ramesses,2,Stewart Scudamore,9
56916,235260,Goliath,0,Conan Stevens,10
56917,235260,Thomas,0,Matthew Gravelle,11
56918,235260,Pilate,2,Greg Hicks,12
56919,235260,Caiaphas,2,Adrian Schiller,13
56920,235260,John,2,Sebastian Knapp,14
56921,235260,Judas,0,Joe Wredden,15
56922,235260,Simon the Pharisee,2,Paul Marc Davis,16
56923,235260,Adam,0,Paul Knops,17
56924,235260,Eve,1,Darcie Lincoln,18
56925,235260,Noah,0,David Rintoul,19
56926,235260,Abraham,0,Gary Oliver,20
56927,235260,Young David,0,Jassa Ahluwalia,21
56928,235260,King David,2,Langley Kirkwood,22
56929,235260,Balthazar,2,Patrice Naiambana,23
56930,235260,Joseph,0,Joe Coen,24
56931,235260,Young Mary,0,Leila Mimmack,25
56932,235260,Herod Antipas,0,Rick Bacon,26
56933,235260,Barabbas,2,Fraser Ayres,27
56934,235260,Matthew,0,Said Bey,28
56935,235260,Malchus,0,Paul Brightwell,29
56936,235260,Martha,0,Sana Mouziane,30
56937,235260,Lazarus,0,Anas Chenin,31
56938,235260,John the Baptist,0,Daniel Percival,32
56939,235260,Joseph of Arimathea,0,Noureddine Aberdine,33
56940,235260,Simon of Cyrene,0,Idrissa Sisco,34
56941,277,Selene,1,Kate Beckinsale,0
56942,277,Michael Corvin,2,Scott Speedman,1
56943,277,Lucian,2,Michael Sheen,2
56944,277,Kraven,2,Shane Brolly,3
56945,277,Viktor,2,Bill Nighy,4
56946,277,Singe,2,Erwin Leder,5
56947,277,Erika,1,Sophia Myles,6
56948,277,Kahn,0,Robbie Gee,7
56949,277,Dr. Adam Lockwood,2,Wentworth Miller,8
56950,277,Raze,2,Kevin Grevioux,9
56951,277,Amelia,1,Zita Görög,10
56952,277,Soren,2,Scott McElroy,11
56953,277,Pierce,2,Richard Cetrone,12
56954,277,Taylor,0,Mike Mukatis,13
56955,277,Dignitary,0,Dennis J. Kozeluh,14
56956,277,Trix,0,Todd Schneider,15
56957,277,Rigel,2,Sándor Bolla,16
56958,277,Nathaniel,0,Hank Amos,17
56959,277,Gunshot Girl,1,Zsuzsa Barsi,18
56960,277,Death Dealer Captain,0,Andreas Patton,19
56961,277,Mason,0,Danny McBride,20
56962,277,Sonja,1,Jázmin Dammak,21
56963,277,Zsuzsa,1,Judit Kuchta,22
56964,277,Timea,1,Vanessa Nagy,23
56965,277,Wolfgang,0,Atilla Pinke,24
56966,277,Michael's Old Girlfriend,0,Ildikó Kovács,25
56967,277,Candidate #1,0,Sándor Boros,26
56968,277,Candidate #2,0,János Oláh,27
56969,277,Werewolf,2,Brian Steele,28
56970,277,Werewolf,2,Kurt Carley,29
56971,277,Female Vampire (uncredited),0,Rana Morrison,30
56972,277,Werewolf (uncredited),0,Zoltan Papp,31
56973,8999,Charles Schine,2,Clive Owen,0
56974,8999,Lucinda Harris,1,Jennifer Aniston,1
56975,8999,LaRoche,2,Vincent Cassel,2
56976,8999,Deanna Schine,1,Melissa George,3
56977,8999,Amy Schine,1,Addison Timlin,4
56978,8999,Dexter,2,Xzibit,5
56979,8999,Winston Boyko,2,RZA,6
56980,8999,Train Conductor,0,Sandra Bee,7
56981,8999,Accountant,2,William Armstrong,8
56982,8999,Eliot Firth,0,Tom Conti,9
56983,8999,Susan Davis,1,Rachael Blake,10
56984,8999,Night Clerk Ray,2,Richard Leaf,11
56985,8999,Avery Price Receptionist,1,Catherine McCord,12
56986,8999,Jerry the Lawyer,2,Denis O'Hare,13
56987,8999,Candy,1,Georgina Chapman,14
56988,8999,Detective Church,2,Giancarlo Esposito,15
56989,8999,Sam Griffin,2,David Morrissey,16
56990,8999,Patrol Officer,2,David Oyelowo,17
56991,8999,Real Estate Agent,0,Jennifer Joan Taylor,18
56992,11323,Mark Whitacre,2,Matt Damon,0
56993,11323,Brian Shepard,2,Scott Bakula,1
56994,11323,Robert Herndon,2,Joel McHale,2
56995,11323,Ginger Whitacre,1,Melanie Lynskey,3
56996,11323,Kate Medford,1,Ann Dowd,4
56997,11323,Mark Cheviron,2,Thomas F. Wilson,5
56998,11323,Mick Andreas,2,Tom Papa,6
56999,11323,Terry Wilson,2,Rick Overton,7
57000,11323,FBI Supervisor Dean Paisley,2,Allan Havey,8
57001,11323,Ed Herbst,2,Patton Oswalt,9
57002,11323,Sid Hulse,2,Scott Adsit,10
57003,11323,Kirk Schmidt,2,Eddie Jemison,11
57004,11323,Aubrey Daniel,2,Clancy Brown,12
57005,11323,Sarah Scott,1,Arden Myrin,13
57006,11323,James Epstein,2,Tony Hale,14
57007,11323,Marty Allison,2,Andrew Daly,15
57008,11323,Mark Whitacre's Father,2,Frank Welker,16
57009,11323,Mark Whitacre's Mother,1,Candy Clark,17
57010,11323,Judge Harold Baker,2,Dick Smothers,18
57011,11323,Dwayne Andreas,2,Tom Smothers,19
57012,11323,Bob Zaiderman,0,Richard Steven Horvitz,20
57013,11323,John Dowd,2,Bob Zany,21
57014,11323,Anthony D'Angelo,0,Paul F. Tompkins,22
57015,11323,Alexander Whitacre,0,Lucas McHugh Carroll,23
57016,10445,C. S. 'Jack' Lewis,2,Anthony Hopkins,0
57017,10445,Joy Gresham,1,Debra Winger,1
57018,10445,Christopher Riley,2,John Wood,2
57019,10445,Desmond Arding,2,Julian Fellowes,3
57020,10445,Arnold Dopliss,0,Roddy Maude-Roxby,4
